,mean,ci_lower,ci_upper
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,0.0,0.0,0.0
34,0.0,0.0,0.0
35,0.0,0.0,0.0
36,0.0,0.0,0.0
37,0.0,0.0,0.0
38,0.0,0.0,0.0
39,0.0,0.0,0.0
40,0.0,0.0,0.0
41,0.0,0.0,0.0
42,0.0,0.0,0.0
43,0.0,0.0,0.0
44,0.0,0.0,0.0
45,0.0,0.0,0.0
46,0.0,0.0,0.0
47,0.0,0.0,0.0
48,0.0,0.0,0.0
49,0.0,0.0,0.0
50,0.0,0.0,0.0
51,0.0,0.0,0.0
52,0.0,0.0,0.0
53,0.0,0.0,0.0
54,0.0,0.0,0.0
55,0.0,0.0,0.0
56,0.0,0.0,0.0
57,0.0,0.0,0.0
58,0.0,0.0,0.0
59,0.0,0.0,0.0
60,0.0,0.0,0.0
61,0.01,0.0,0.0
62,0.03,0.0,0.49074999999999447
63,0.01,0.0,0.0
64,0.05,0.0,1.0
65,0.13,0.0,1.0
66,0.01,0.0,0.0
67,0.08,0.0,1.0
68,0.15,0.0,1.4749999999999943
69,0.0,0.0,0.0
70,0.19,0.0,2.0
71,0.54,0.0,3.0
72,0.01,0.0,0.0
73,0.44,0.0,3.0
74,0.82,0.0,4.949999999999989
75,0.06,0.0,1.0
76,0.41,0.0,2.0
77,1.01,0.0,4.0
78,0.11,0.0,1.4749999999999943
79,0.7,0.0,4.474999999999994
80,1.72,0.0,5.474999999999994
81,0.09,0.0,1.0
82,0.84,0.0,3.0
83,1.9,0.0,6.474999999999994
84,0.09,0.0,1.0
85,0.9,0.0,3.4749999999999943
86,2.21,0.0,5.0
87,0.15,0.0,1.0
88,0.8,0.0,3.0
89,2.21,0.0,6.0
90,0.06,0.0,1.0
91,0.71,0.0,3.4749999999999943
92,1.95,0.0,6.0
93,0.05,0.0,1.0
94,0.71,0.0,3.0
95,1.43,0.0,5.0
96,0.08,0.0,1.0
97,0.45,0.0,2.0
98,1.39,0.0,4.0
99,0.07,0.0,1.0
100,0.41,0.0,2.0
101,1.04,0.0,4.0
102,0.04,0.0,1.0
103,0.4,0.0,2.0
104,0.93,0.0,4.0
105,0.03,0.0,0.49074999999999447
106,0.35,0.0,2.0
107,0.78,0.0,4.0
108,0.04,0.0,1.0
109,0.23,0.0,1.4749999999999943
110,0.72,0.0,4.0
111,0.02,0.0,0.009499999999999887
112,0.22,0.0,1.0
113,0.53,0.0,2.0
114,0.01,0.0,0.0
115,0.26,0.0,2.0
116,0.43,0.0,2.0
117,0.0,0.0,0.0
118,0.12,0.0,1.4749999999999943
119,0.42,0.0,2.4749999999999943
120,0.01,0.0,0.0
121,0.13,0.0,2.0
122,0.34,0.0,2.0
123,0.0,0.0,0.0
124,0.08,0.0,1.0
125,0.3,0.0,3.0
126,0.0,0.0,0.0
127,0.16,0.0,1.0
128,0.14,0.0,1.4749999999999943
129,0.02,0.0,0.009499999999999887
130,0.06,0.0,1.0
131,0.13,0.0,1.0
132,0.0,0.0,0.0
133,0.1,0.0,1.0
134,0.18,0.0,2.0
135,0.01,0.0,0.0
136,0.08,0.0,1.0
137,0.13,0.0,1.0
138,0.0,0.0,0.0
139,0.08,0.0,1.0
140,0.17,0.0,2.0
141,0.02,0.0,0.009499999999999887
142,0.11,0.0,2.0
143,0.16,0.0,1.4749999999999943
144,0.0,0.0,0.0
145,0.04,0.0,0.4959999999999945
146,0.07,0.0,1.0
147,0.0,0.0,0.0
148,0.11,0.0,1.0
149,0.1,0.0,1.0
150,0.0,0.0,0.0
151,0.07,0.0,1.0
152,0.06,0.0,0.9814999999999889
153,0.0,0.0,0.0
154,0.01,0.0,0.0
155,0.04,0.0,0.4959999999999945
156,0.0,0.0,0.0
157,0.0,0.0,0.0
158,0.05,0.0,1.0
159,0.0,0.0,0.0
160,0.03,0.0,0.0
161,0.01,0.0,0.0
162,0.02,0.0,0.009499999999999887
163,0.01,0.0,0.0
164,0.07,0.0,1.4749999999999943
165,0.0,0.0,0.0
166,0.03,0.0,0.014249999999999829
167,0.05,0.0,0.5012499999999946
168,0.0,0.0,0.0
169,0.0,0.0,0.0
170,0.03,0.0,0.014249999999999829
171,0.0,0.0,0.0
172,0.01,0.0,0.0
173,0.0,0.0,0.0
174,0.0,0.0,0.0
175,0.01,0.0,0.0
176,0.01,0.0,0.0
177,0.0,0.0,0.0
178,0.0,0.0,0.0
179,0.0,0.0,0.0
180,0.01,0.0,0.0
181,0.01,0.0,0.0
182,0.02,0.0,0.009499999999999887
183,0.0,0.0,0.0
184,0.02,0.0,0.009499999999999887
185,0.01,0.0,0.0
186,0.01,0.0,0.0
187,0.03,0.0,0.014249999999999829
188,0.1,0.0,1.0
189,0.0,0.0,0.0
190,0.0,0.0,0.0
191,0.02,0.0,0.009499999999999887
192,0.0,0.0,0.0
193,0.04,0.0,1.0
194,0.1,0.0,1.4749999999999943
195,0.0,0.0,0.0
